STOP DATE,AGENCY NAME,JURISDICTION,REASON FOR STOP,PERSON TYPE,RACE,ETHNICITY,AGE,GENDER,ENGLISH SPEAKING,ACTION TAKEN,SPECIFIC VIOLATION,VIRGINIA CRIME CODE,PERSON SEARCHED,VEHICLE SEARCHED,ADDITIONAL ARREST,FORCE USED BY OFFICER,RESIDENCY
5/10/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,UNKNOWN,HISPANIC OR LATINO,16,MALE,,CITATION/SUMMONS,46.2-300,,NO,NO,NO,,
5/10/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,UNKNOWN,HISPANIC OR LATINO,16,MALE,,CITATION/SUMMONS,46.2-825,,NO,NO,NO,,
8/10/2021,Charlottesville Police Department,CHARLOTTESVILLE,CALLS FOR SERVICE,DRIVER,WHITE,NOT HISPANIC OR LATINO,16,MALE,YES,CITATION/SUMMONS,46.2-894,HIT6603M1,YES,YES,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
8/17/2021,Charlottesville Police Department,CHARLOTTESVILLE,CALLS FOR SERVICE,DRIVER,WHITE,HISPANIC OR LATINO,16,MALE,YES,CITATION/SUMMONS,46.2-300,LIC6808M2,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
9/17/2021,Charlottesville Police Department,CHARLOTTESVILLE,CALLS FOR SERVICE,OTHER INDIVIDUAL,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,16,FEMALE,YES,NO ENFORCEMENT ACTION,18.2-95(ii),,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
9/24/2021,Charlottesville Police Department,CHARLOTTESVILLE,CALLS FOR SERVICE,DRIVER,UNKNOWN,UNKNOWN,16,MALE,YES,WARNING ISSUED,46.2-852,,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
9/28/2021,Charlottesville Police Department,CHARLOTTESVILLE,CALLS FOR SERVICE,OTHER INDIVIDUAL,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,16,MALE,YES,ARREST,18.2-57,,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
10/11/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,16,FEMALE,YES,CITATION/SUMMONS,46.2-833,SIG6554I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
10/16/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,16,FEMALE,YES,CITATION/SUMMONS,46.2-825,WAY6936I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
11/5/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,PASSENGER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,16,FEMALE,YES,NO ENFORCEMENT ACTION,18.2-96(ii),,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
11/5/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,16,MALE,YES,NO ENFORCEMENT ACTION,18.2-96(ii),,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
11/11/2021,Charlottesville Police Department,CHARLOTTESVILLE,CALLS FOR SERVICE,DRIVER,UNKNOWN,HISPANIC OR LATINO,16,MALE,YES,CITATION/SUMMONS,46.2-300,LIC6808M2,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
12/9/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,16,FEMALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
12/30/2021,Charlottesville Police Department,CHARLOTTESVILLE,CALLS FOR SERVICE,OTHER INDIVIDUAL,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,16,MALE,YES,NO ENFORCEMENT ACTION,18.2-96(ii),,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
1/26/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,16,MALE,YES,WARNING ISSUED,46.2-875,MOV6465I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
3/21/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,16,FEMALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
4/3/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,16,FEMALE,YES,WARNING ISSUED,46.2-302,LIC6811M2,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
4/3/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,16,FEMALE,YES,WARNING ISSUED,46.2-646,REG6751I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
4/18/2022,Charlottesville Police Department,103,EQUIPMENT VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,16,FEMALE,YES,WARNING ISSUED,46.2-300,LIC6808M2,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
4/23/2022,Charlottesville Police Department,103,TERRY STOP,OTHER INDIVIDUAL,WHITE,NOT HISPANIC OR LATINO,16,MALE,YES,NO ENFORCEMENT ACTION,18.2-91,BUR2213F9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
4/23/2022,Charlottesville Police Department,103,TERRY STOP,OTHER INDIVIDUAL,WHITE,NOT HISPANIC OR LATINO,16,MALE,YES,NO ENFORCEMENT ACTION,18.2-91,BUR2213F9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
5/27/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,16,MALE,YES,WARNING ISSUED,46.2-830,SIG6552I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
6/7/2022,Charlottesville Police Department,103,CALLS FOR SERVICE,DRIVER,WHITE,NOT HISPANIC OR LATINO,16,FEMALE,NO,CITATION/SUMMONS,46.2-863,REC6627M1,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
6/19/2022,Charlottesville Police Department,103,TERRY STOP,OTHER INDIVIDUAL,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,16,FEMALE,YES,NO ENFORCEMENT ACTION,18.2-95,LAR2361F9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
6/19/2022,Charlottesville Police Department,103,TERRY STOP,OTHER INDIVIDUAL,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,16,FEMALE,YES,NO ENFORCEMENT ACTION,18.2-95,LAR2361F9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
7/9/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,HISPANIC OR LATINO,16,FEMALE,YES,WARNING ISSUED,46.2-1030(B),LIG6903I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
7/14/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,16,MALE,YES,WARNING ISSUED,46.2-1063,EQU6533I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
7/29/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,UNKNOWN,NOT HISPANIC OR LATINO,16,FEMALE,YES,CITATION/SUMMONS,46.2-825,,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
8/1/2022,Charlottesville Police Department,103,CALLS FOR SERVICE,OTHER INDIVIDUAL,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,16,FEMALE,YES,,18.2-415,DIS5311M1,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
8/1/2022,Charlottesville Police Department,103,CALLS FOR SERVICE,OTHER INDIVIDUAL,WHITE,NOT HISPANIC OR LATINO,16,FEMALE,YES,,18.2-415,DIS5311M1,NO,NO,,YES,OTHER VIRGINIA JURISDICTION RESIDENT
8/16/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,UNKNOWN,HISPANIC OR LATINO,16,MALE,NO,WARNING ISSUED,46.2-874,MOV6464I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
8/17/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,16,MALE,YES,WARNING ISSUED,46.2-874,MOV6464I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
8/22/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,16,FEMALE,YES,WARNING ISSUED,46.2-875,MOV6465I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
8/26/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,16,MALE,YES,CITATION/SUMMONS,46.2-715,REG6715I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
9/4/2022,Charlottesville Police Department,103,CALLS FOR SERVICE,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,16,MALE,YES,NO ENFORCEMENT ACTION,18.2-58.1(A),ROB1217F9,YES,NO,,YES,OTHER VIRGINIA JURISDICTION RESIDENT
9/10/2022,Charlottesville Police Department,103,CALLS FOR SERVICE,OTHER INDIVIDUAL,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,16,MALE,YES,NO ENFORCEMENT ACTION,18.2-280(A),WPN5221M1,YES,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
9/16/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,16,MALE,YES,WARNING ISSUED,46.2-1011,LIG6904I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
10/12/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,16,FEMALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
10/14/2022,Charlottesville Police Department,103,CALLS FOR SERVICE,DRIVER,WHITE,NOT HISPANIC OR LATINO,16,MALE,YES,CITATION/SUMMONS,46.2-853,REC6629M1,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
1/26/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,16,MALE,YES,CITATION/SUMMONS,46.2-300,LIC6808M2,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
1/28/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,16,MALE,YES,WARNING ISSUED,46.2-833,SIG6554I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
2/5/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,16,MALE,NO,CITATION/SUMMONS,46.2-833,SIG6554I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
2/8/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,16,FEMALE,YES,WARNING ISSUED,46.2-301,LIC6809M1,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
2/11/2023,Charlottesville Police Department,CHARLOTTESVILLE,CALLS FOR SERVICE,OTHER INDIVIDUAL,WHITE,NOT HISPANIC OR LATINO,16,MALE,YES,NO ENFORCEMENT ACTION,18.2-137,VAN2922M1,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
2/27/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,HISPANIC OR LATINO,16,MALE,YES,CITATION/SUMMONS,46.2-862(i),REC6646M1,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
3/2/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,UNKNOWN,UNKNOWN,16,MALE,YES,CITATION/SUMMONS,46.2-878,MOV6481I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
3/9/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,UNKNOWN,HISPANIC OR LATINO,16,MALE,YES,WARNING ISSUED,46.2-874,MOV6464I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
3/16/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,16,FEMALE,YES,WARNING ISSUED,46.2-874,MOV6464I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
3/18/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,16,MALE,YES,WARNING ISSUED,46.2-1011,LIG6904I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
3/26/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,16,MALE,YES,WARNING ISSUED,46.2-715,REG6715I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
4/20/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,16,MALE,YES,WARNING ISSUED,46.2-1063,EQU6533I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
7/1/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,16,MALE,YES,CITATION/SUMMONS,46.2-300,LIC6808M2,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
10/6/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,16,MALE,YES,CITATION/SUMMONS,46.2-833,SIG6554I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
10/9/2023,Charlottesville Police Department,CHARLOTTESVILLE,CALLS FOR SERVICE,DRIVER,WHITE,HISPANIC OR LATINO,16,MALE,YES,CITATION/SUMMONS,46.2-300,LIC6808M2,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
11/8/2023,Charlottesville Police Department,CHARLOTTESVILLE,CALLS FOR SERVICE,OTHER INDIVIDUAL,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,16,FEMALE,YES,ARREST,18.2-96,LAR2366M1,YES,NO,,YES,OTHER VIRGINIA JURISDICTION RESIDENT
11/18/2023,Charlottesville Police Department,CHARLOTTESVILLE,ACCIDENT,DRIVER,WHITE,NOT HISPANIC OR LATINO,16,FEMALE,YES,CITATION/SUMMONS,46.2-804,SIG6548I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
12/1/2023,Charlottesville Police Department,CHARLOTTESVILLE,CALLS FOR SERVICE,DRIVER,WHITE,NOT HISPANIC OR LATINO,16,FEMALE,YES,CITATION/SUMMONS,46.2-816,MOV6426I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
12/11/2023,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,16,MALE,YES,CITATION/SUMMONS,46.2-820,WAY6937I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
12/19/2023,Charlottesville Police Department,CHARLOTTESVILLE,CALLS FOR SERVICE,OTHER INDIVIDUAL,WHITE,NOT HISPANIC OR LATINO,16,MALE,YES,NO ENFORCEMENT ACTION,18.2-91,BUR2213F9,NO,NO,,YES,OTHER VIRGINIA JURISDICTION RESIDENT
8/19/2020,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,17,MALE,,WARNING ISSUED,46.2-1030,,NO,NO,NO,,
10/23/2020,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,WHITE,NOT HISPANIC OR LATINO,17,FEMALE,,WARNING ISSUED,46.2-821,,NO,NO,NO,,
11/4/2020,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,17,MALE,,WARNING ISSUED,46.2-804,,NO,NO,NO,,
11/8/2020,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,WHITE,NOT HISPANIC OR LATINO,17,MALE,,WARNING ISSUED,46.2-845,,NO,NO,NO,,
11/24/2020,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,WHITE,NOT HISPANIC OR LATINO,17,MALE,,WARNING ISSUED,46.2-1030,,NO,NO,NO,,
12/14/2020,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,17,MALE,,WARNING ISSUED,46.2-862,,NO,NO,NO,,
2/23/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,WHITE,UNKNOWN,17,FEMALE,,CITATION/SUMMONS,46.2-888,,NO,NO,NO,,
3/9/2021,Charlottesville Police Department,CHARLOTTESVILLE,EQUIPMENT VIOLATION,,WHITE,NOT HISPANIC OR LATINO,17,MALE,,WARNING ISSUED,46.2-715,,NO,NO,NO,,
3/13/2021,Charlottesville Police Department,CHARLOTTESVILLE,EQUIPMENT VIOLATION,,WHITE,UNKNOWN,17,FEMALE,,WARNING ISSUED,46.2-1030,,NO,NO,NO,,
3/25/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,WHITE,HISPANIC OR LATINO,17,MALE,,CITATION/SUMMONS,46.2-646,,NO,NO,NO,,
5/5/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,WHITE,UNKNOWN,17,MALE,,CITATION/SUMMONS,46.2-816,,NO,NO,NO,,
5/27/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,,WHITE,UNKNOWN,17,MALE,,CITATION/SUMMONS,46.2-874,,NO,NO,NO,,
7/28/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,17,FEMALE,YES,WARNING ISSUED,46.2-875,MOV6465I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
8/9/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,17,MALE,YES,ARREST,18.2-266,,YES,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
8/23/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,17,FEMALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
9/15/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,17,MALE,YES,WARNING ISSUED,46.2-874,MOV6464I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
9/23/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,17,MALE,YES,CITATION/SUMMONS,46.2-863,REC6627M1,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
9/24/2021,Charlottesville Police Department,CHARLOTTESVILLE,CALLS FOR SERVICE,DRIVER,WHITE,NOT HISPANIC OR LATINO,17,MALE,YES,WARNING ISSUED,46.2-852,,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
10/19/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,17,MALE,YES,CITATION/SUMMONS,46.2-833,SIG6554I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
12/7/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,17,MALE,YES,WARNING ISSUED,46.2-646,REG6751I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
12/14/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,DRIVER,ASIAN OR NATIVE HAWAIIAN OR OTHER PACIFIC ISLANDER,NOT HISPANIC OR LATINO,17,MALE,YES,WARNING ISSUED,46.2-862,REC6650M1,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
12/20/2021,Charlottesville Police Department,CHARLOTTESVILLE,TRAFFIC VIOLATION,PASSENGER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,17,MALE,YES,ARREST,18.2-96(ii),,YES,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
12/29/2021,Charlottesville Police Department,CHARLOTTESVILLE,CALLS FOR SERVICE,DRIVER,UNKNOWN,NOT HISPANIC OR LATINO,17,MALE,YES,CITATION/SUMMONS,46.2-853,REC6629M1,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
2/3/2022,Charlottesville Police Department,103,CALLS FOR SERVICE,OTHER INDIVIDUAL,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,17,FEMALE,YES,NO ENFORCEMENT ACTION,18.2-95,,NO,NO,,YES,RESIDENT OF CITY/COUNTY OF STOP
2/15/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,17,MALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
2/16/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,17,MALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
2/17/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,17,MALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
3/3/2022,Charlottesville Police Department,103,CALLS FOR SERVICE,DRIVER,WHITE,NOT HISPANIC OR LATINO,17,FEMALE,YES,CITATION/SUMMONS,46.2-816,MOV6426I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
3/21/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,17,FEMALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
3/25/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,17,MALE,YES,WARNING ISSUED,46.2-875,MOV6465I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
3/31/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,UNKNOWN,HISPANIC OR LATINO,17,MALE,YES,CITATION/SUMMONS,46.2-300,LIC6808M2,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
4/4/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,17,MALE,YES,CITATION/SUMMONS,46.2-862(i),REC6646M1,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
4/22/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,17,MALE,YES,CITATION/SUMMONS,46.2-1063,EQU6533I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
4/25/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,17,MALE,YES,CITATION/SUMMONS,46.2-875,MOV6465I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
4/28/2022,Charlottesville Police Department,103,CALLS FOR SERVICE,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,17,MALE,YES,CITATION/SUMMONS,46.2-853,REC6629M1,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
5/3/2022,Charlottesville Police Department,103,OTHER INVESTIGATIVE DETENTION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,17,FEMALE,YES,WARNING ISSUED,46.2-646,REG6751I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
5/18/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,17,MALE,YES,WARNING ISSUED,46.2-874,MOV6464I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
5/20/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,17,MALE,YES,CITATION/SUMMONS,46.2-646,REG6751I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
5/25/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,17,MALE,YES,CITATION/SUMMONS,46.2-874,MOV6464I9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
5/28/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,17,FEMALE,YES,CITATION/SUMMONS,46.2-862(i),REC6646M1,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
6/7/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,WHITE,NOT HISPANIC OR LATINO,17,MALE,YES,WARNING ISSUED,46.2-1011,LIG6904I9,NO,NO,,NO,RESIDENT OF CITY/COUNTY OF STOP
6/7/2022,Charlottesville Police Department,103,TRAFFIC VIOLATION,DRIVER,BLACK OR AFRICAN AMERICAN,NOT HISPANIC OR LATINO,17,FEMALE,YES,WARNING ISSUED,46.2-1565,REG6695S9,NO,NO,,NO,OTHER VIRGINIA JURISDICTION RESIDENT
