_id,STOP_DATE,AGENCY NAME,LOCATION,JURISDICTION,REASON FOR STOP,PERSON TYPE,RACE,ETHNICITY,AGE,GENDER,ENGLISH SPEAKING,ACTION TAKEN,SPECIFIC VIOLATION,VIRGINIA CRIME CODE,PERSON SEARCHED,VEHICLE SEARCHED,ADDITIONAL ARREST,FORCE USED BY OFFICER,FORCE USED BY SUBJECT,RESIDENCY,VIOLATION TYPE
230454,5/16/2023 0:00,Charlottesville Police Department,300 EB BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,18,Male,Y,Citation/Summons,46.2-878,,N,N,,N,N,Other Virginia jurisdiction resident,
230455,5/16/2023 0:00,Charlottesville Police Department,RUGBY EXIT AT PARK EXIT,Charlottesville (103),Traffic Violation,Driver,White,Hispanic or Latino,35,Male,N,Citation/Summons,46.2-875,,N,N,,N,N,Resident of city/county of stop,
230456,5/16/2023 0:00,Charlottesville Police Department,1401 UNIVERSITY AVE,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,20,Male,Y,Citation/Summons,46.2-852,,N,N,,N,N,Other Virginia jurisdiction resident,
230457,5/16/2023 0:00,Charlottesville Police Department,GORDON AVE AT 14TH ST NW,Charlottesville (103),Traffic Violation,Driver,Asian or Native Hawaiian or Other Pacific Islander,Non-Hispanic or Latino,21,Male,Y,Citation/Summons,46.2-830,,N,N,,N,N,Other Virginia jurisdiction resident,
230458,5/14/2023 0:00,Charlottesville Police Department,gordon,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,22,Male,Y,Citation/Summons,46.2-826,,N,N,,N,N,Resident of city/county of stop,
230459,5/14/2023 0:00,Charlottesville Police Department,115 ROTHERY,Charlottesville (103),Calls for Service,Driver,White,Non-Hispanic or Latino,22,Male,Y,Warning Issued,46.2-853,,N,N,,N,N,Resident of city/county of stop,
230460,5/15/2023 0:00,Charlottesville Police Department,700 LOCUST AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,47,Female,Y,Citation/Summons,46.2-874,,N,N,,N,N,Out of State resident,
230461,5/15/2023 0:00,Charlottesville Police Department,700 LOCUST AVE,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,54,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Other Virginia jurisdiction resident,
230462,5/15/2023 0:00,Charlottesville Police Department,700 LOCUST AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,50,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Out of State resident,
230463,5/15/2023 0:00,Charlottesville Police Department,PRESTON AVE AT 4TH STREET NW,Charlottesville (103),Equipment Violation,Driver,Black or African American,Non-Hispanic or Latino,53,Male,Y,Citation/Summons,46.2-646,,N,N,,N,N,Other Virginia jurisdiction resident,
230464,5/15/2023 0:00,Charlottesville Police Department,700 LOCUST AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,22,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Resident of city/county of stop,
230465,5/15/2023 0:00,Charlottesville Police Department,250 BYPASS/ LOCUST AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,34,Female,Y,Citation/Summons,46.2-816,,N,N,,N,N,Resident of city/county of stop,
230466,5/16/2023 0:00,Charlottesville Police Department,700 LOCUST AVE,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,35,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Out of State resident,
230467,5/11/2023 0:00,Charlottesville Police Department,1400 UNIVERSITY AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,35,Male,Y,Warning Issued,46.2-1020,,N,N,,N,N,Other Virginia jurisdiction resident,
230468,5/18/2023 0:00,Charlottesville Police Department,2000 BARRACKS RD,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,23,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Other Virginia jurisdiction resident,
230469,5/18/2023 0:00,Charlottesville Police Department,1500 RUGBY AVE,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,51,Female,Y,Citation/Summons,46.2-874,,N,N,,N,N,Other Virginia jurisdiction resident,
230470,5/15/2023 0:00,Charlottesville Police Department,PRESTON/MCINTIRE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,48,Male,Y,Citation/Summons,46.2-833,,N,N,,N,N,Resident of city/county of stop,
230471,5/15/2023 0:00,Charlottesville Police Department,CULBRETH,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,21,Male,Y,Warning Issued,46.2-1010,,N,N,,N,N,Resident of city/county of stop,
230472,5/21/2023 0:00,Charlottesville Police Department,BARRACKS RD AT EMMET ST N,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,23,Male,Y,Warning Issued,46.2-1049,,N,N,,N,N,Resident of city/county of stop,
230473,5/22/2023 0:00,Charlottesville Police Department,500 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,Unknown,Unknown,19,Male,Y,Citation/Summons,46.2-875,,N,N,,N,N,Other Virginia jurisdiction resident,
230474,5/22/2023 0:00,Charlottesville Police Department,400 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,30,Female,Y,Citation/Summons,46.2-875,,N,N,,N,N,Other Virginia jurisdiction resident,
230475,5/22/2023 0:00,Charlottesville Police Department,500 712 ST SW,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,25,Male,Y,Citation/Summons,46.2-300,,N,N,,N,N,Resident of city/county of stop,
230476,5/22/2023 0:00,Charlottesville Police Department,1600 RUGBY AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,28,Female,Y,Citation/Summons,46.2-874,,N,N,,N,N,Out of State resident,
230477,5/22/2023 0:00,Charlottesville Police Department,1500 RUGBY AVE,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,22,Female,Y,Citation/Summons,46.2-874,,N,N,,N,N,Other Virginia jurisdiction resident,
230478,5/22/2023 0:00,Charlottesville Police Department,800 HARRIS ST,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,25,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Resident of city/county of stop,
230479,5/22/2023 0:00,Charlottesville Police Department,300 EB BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,32,Male,Y,Citation/Summons,46.2-878,,N,N,,N,N,Out of State resident,
230480,5/22/2023 0:00,Charlottesville Police Department,WB 250 BYPASS AT RUGBY AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,24,Male,Y,Citation/Summons,46.2-878,,N,N,,N,N,Other Virginia jurisdiction resident,
230481,5/21/2023 0:00,Charlottesville Police Department,RIDGE/ MCINTIRE AT PRESTON AVE,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,62,Male,Y,Warning Issued,46.2-802,,N,N,,N,N,Resident of city/county of stop,
230482,5/21/2023 0:00,Charlottesville Police Department,MONTICELLO AT 2ND ST,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,22,Female,Y,Warning Issued,46.2-646,,N,N,,N,N,Resident of city/county of stop,
230483,5/22/2023 0:00,Charlottesville Police Department,1254 EMMET,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,33,Female,Y,Warning Issued,46.2-878,,N,N,,N,N,Resident of city/county of stop,
230484,5/22/2023 0:00,Charlottesville Police Department,2318 PRICE AVE,Charlottesville (103),Calls for Service,Other Individual,White,Non-Hispanic or Latino,23,Female,Y,Warning Issued,16-8,,N,N,,N,N,Resident of city/county of stop,
230485,5/21/2023 0:00,Charlottesville Police Department,1254 EMMET ST,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,55,Male,Y,Citation/Summons,46.2-878,,N,N,,N,N,Resident of city/county of stop,
230486,5/21/2023 0:00,Charlottesville Police Department,427 MEAD AVE,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,33,Male,Y,Citation/Summons,46.2-878,,N,N,,N,N,Other Virginia jurisdiction resident,
230487,5/18/2023 0:00,Charlottesville Police Department,400 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,67,Male,Y,Warning Issued,46.2-875,,N,N,,N,N,Out of State resident,
230488,5/18/2023 0:00,Charlottesville Police Department,JOHN W WARNER PKW,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,30,Male,Y,Citation/Summons,46.2-816,,N,N,,N,N,Resident of city/county of stop,
230489,5/18/2023 0:00,Charlottesville Police Department,14TH ST NW AT GRADY AVENUE,Charlottesville (103),Calls for Service,Driver,White,Non-Hispanic or Latino,66,Female,Y,Citation/Summons,46.2-823,,N,N,,N,N,Resident of city/county of stop,
230490,5/19/2023 0:00,Charlottesville Police Department,800 FRANKLIN ST,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,33,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Resident of city/county of stop,
230491,5/19/2023 0:00,Charlottesville Police Department,800 FRANKLIN ST,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,55,Male,Y,Citation/Summons,46.2-862(I),,N,N,,N,N,Other Virginia jurisdiction resident,
230492,5/20/2023 0:00,Charlottesville Police Department,MCINTIRE AT PRESTON,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,25,Female,Y,Warning Issued,46.2-1030(B),,N,N,,N,N,Resident of city/county of stop,
230493,5/15/2023 0:00,Charlottesville Police Department,EMMET ST N AT MORTON DR,Charlottesville (103),Equipment Violation,Driver,American Indian or Alaska Native,Non-Hispanic or Latino,54,Female,Y,Citation/Summons,46.2-646,,N,N,,N,N,Resident of city/county of stop,
230494,5/19/2023 0:00,Charlottesville Police Department,PRESONT AVE/ FOREST ST,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,40,Male,N,Citation/Summons,46.2-300,,N,N,,N,N,Resident of city/county of stop,
230495,5/20/2023 0:00,Charlottesville Police Department,EB 250 BYPASS AT PARK ST,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,33,Female,Y,Warning Issued,46.2-646,,N,N,,N,N,Resident of city/county of stop,
230496,5/21/2023 0:00,Charlottesville Police Department,250 BY PASS AT EMMET,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,20,Male,Y,Warning Issued,46.2-849,,N,N,,N,N,Resident of city/county of stop,
230497,5/21/2023 0:00,Charlottesville Police Department,BYPASS WB AT MEADOWBROOK EXIT,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,37,Female,Y,Citation/Summons,46.2-875,,N,N,,N,N,Resident of city/county of stop,
230498,5/21/2023 0:00,Charlottesville Police Department,BYPASS EB AT PARK ST EXIT,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,61,Male,Y,Citation/Summons,46.2-715,,N,N,,N,N,Out of State resident,
230499,5/21/2023 0:00,Charlottesville Police Department,BYPASS EB AT RUGBY EXIT,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,19,Male,Y,Citation/Summons,46.2-878,,N,N,,N,N,Resident of city/county of stop,
230500,5/21/2023 0:00,Charlottesville Police Department,350 250 BYPASS WB,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,20,Male,Y,Citation/Summons,46.2-878,,N,N,,N,N,Resident of city/county of stop,
230501,5/19/2023 0:00,Charlottesville Police Department,1100 5TH ST SW,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,26,Male,Y,Warning Issued,46.2-646,,N,N,,N,N,Resident of city/county of stop,
230502,5/15/2023 0:00,Charlottesville Police Department,CHARLTON AVE AT BOOKER ST,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,56,Female,Y,Warning Issued,46.2-646,,N,N,,N,N,Other Virginia jurisdiction resident,
230503,5/14/2023 0:00,Charlottesville Police Department,BYPASS EB FIREHOUSE,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,36,Male,Y,Citation/Summons,46.2-878,,N,N,,N,N,Resident of city/county of stop,
230504,5/15/2023 0:00,Charlottesville Police Department,EMMET AT BARRACKS,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,21,Male,Y,Citation/Summons,46.2-878,,N,N,,N,N,Resident of city/county of stop,
230505,5/11/2023 0:00,Charlottesville Police Department,CHERRY AVE/SHAMROCK RD,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,29,Male,Y,Warning Issued,46.2-300,,N,N,,N,N,Resident of city/county of stop,
230506,5/11/2023 0:00,Charlottesville Police Department,EMMET AT LAMBERTH LN,Charlottesville (103),Traffic Violation,Driver,Asian or Native Hawaiian or Other Pacific Islander,Non-Hispanic or Latino,21,Male,Y,Warning Issued,46.2-1030(B),,N,N,,N,N,Resident of city/county of stop,
230507,5/10/2023 0:00,Charlottesville Police Department,1200 EMMET ST N,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,30,Male,Y,Warning Issued,46.2-646,,N,N,,N,N,Resident of city/county of stop,
230508,5/10/2023 0:00,Charlottesville Police Department,DRUID AVE/RIALTO ST,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,32,Female,Y,Warning Issued,46.2-301,,N,N,,N,N,Other Virginia jurisdiction resident,
230509,5/10/2023 0:00,Charlottesville Police Department,500 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,76,Male,Y,Citation/Summons,46.2-875,,N,N,,N,N,Other Virginia jurisdiction resident,
230510,5/10/2023 0:00,Charlottesville Police Department,500 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,Unknown,Non-Hispanic or Latino,25,Female,Y,Citation/Summons,46.2-875,,N,N,,N,N,Resident of city/county of stop,
230511,5/10/2023 0:00,Charlottesville Police Department,400 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,26,Female,Y,Citation/Summons,46.2-875,,N,N,,N,N,Resident of city/county of stop,
230512,5/10/2023 0:00,Charlottesville Police Department,1100 JEFFERSON PARK AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,25,Female,Y,Warning Issued,46.2-825,,N,N,,N,N,Resident of city/county of stop,
230513,5/10/2023 0:00,Charlottesville Police Department,500 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,33,Female,Y,Citation/Summons,46.2-875,,N,N,,N,N,Out of State resident,
230514,5/10/2023 0:00,Charlottesville Police Department,500 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,22,Female,Y,Citation/Summons,46.2-875,,N,N,,N,N,Other Virginia jurisdiction resident,
230515,5/5/2023 0:00,Charlottesville Police Department,500 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,28,Female,Y,Citation/Summons,46.2-875,,N,N,,N,N,Other Virginia jurisdiction resident,
230516,5/10/2023 0:00,Charlottesville Police Department,500 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,Unknown,Non-Hispanic or Latino,44,Female,Y,Citation/Summons,46.2-875,,N,N,,N,N,Resident of city/county of stop,
230517,5/10/2023 0:00,Charlottesville Police Department,1500 RUGBY AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,66,Female,Y,Citation/Summons,46.2-874,,N,N,,N,N,Resident of city/county of stop,
230518,10/2/2023 0:00,Charlottesville Police Department,900 ELLIOTT AVE,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,36,Male,Y,Citation/Summons,46.2-874,,N,N,,N,N,Resident of city/county of stop,
230519,10/2/2023 0:00,Charlottesville Police Department,900 ELLIOTT AVE,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,35,Female,Y,Citation/Summons,46.2-874,,N,N,,N,N,Resident of city/county of stop,
230520,10/2/2023 0:00,Charlottesville Police Department,CARLTON AT RIVES,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,55,Male,Y,Warning Issued,46.2-830,,N,N,,N,N,Resident of city/county of stop,
230521,7/28/2023 0:00,Charlottesville Police Department,PRESTON AVE AT 10TH ST,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,30,Female,Y,Warning Issued,46.2-646,,N,N,,N,N,Resident of city/county of stop,
230522,10/3/2023 0:00,Charlottesville Police Department,DICE AT 5TH,Charlottesville (103),Traffic Violation,Driver,White,Hispanic or Latino,23,Female,Y,Warning Issued,46.2-830,,N,N,,N,N,Resident of city/county of stop,
230523,10/3/2023 0:00,Charlottesville Police Department,2000 BARRACKS RD,Charlottesville (103),Traffic Violation,Driver,Unknown,Hispanic or Latino,24,Male,N,Citation/Summons,46.2-874,,N,N,,N,N,Resident of city/county of stop,
230524,10/3/2023 0:00,Charlottesville Police Department,101 E MARKET ST,Charlottesville (103),Calls for Service,Other Individual,White,Non-Hispanic or Latino,42,Female,Y,Citation/Summons,18.2-137(B)(I),,N,N,,N,N,Resident of city/county of stop,
230525,10/3/2023 0:00,Charlottesville Police Department,400 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,34,Female,Y,Citation/Summons,46.2-875,,N,N,,N,N,Resident of city/county of stop,
230526,10/3/2023 0:00,Charlottesville Police Department,500 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,30,Female,Y,Citation/Summons,46.2-875,,N,N,,N,N,Out of State resident,
230527,10/3/2023 0:00,Charlottesville Police Department,400 250 BYPASS,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,67,Male,Y,Citation/Summons,46.2-875,,N,N,,N,N,Other Virginia jurisdiction resident,
230528,10/3/2023 0:00,Charlottesville Police Department,1400 GROVE RD,Charlottesville (103),Traffic Violation,Driver,White,Non-Hispanic or Latino,17,Female,Y,Warning Issued,46.2-830,,N,N,,N,N,Resident of city/county of stop,
230529,10/3/2023 0:00,Charlottesville Police Department,CARLTON AT RIVES,Charlottesville (103),Traffic Violation,Driver,Black or African American,Non-Hispanic or Latino,33,Male,Y,Warning Issued,46.2-830,,N,N,,N,N,Resident of city/county of stop,
